slug,display,basis,sources
tribunal-de-contas-angola,Tribunal de Contas de Angola,full,1
tribunal-de-contas-cabo-verde,Tribunal de Contas,partial,1
tribunal-supremo-angola,TRIBUNAL SUPREMO,full,1
trident-aliska-digital-tech-ghana,Trident Aliska Digital Tech Ghana Ltd,full,2
trident-digital-tech,Trident Digital Tech,full,1
trident-digital-tech-holdings,Trident Digital Tech Holdings,full,1
tridentity,Tridentity,full,3
trilinear-technologies,Trilinear Technologies,full,1
troy-fitrell,Abidjan. Troy Fitrell,full,1
truecaller,Truecaller,full,1
trust-stamp,Trust Stamp,full,1
trust-valley,Trust Valley,full,1
trustpayway,Trustpayway,full,1
tsakeriwa-chauke,CFO Tsakeriwa Chauke,full,1
tsedey-bank,Tsedey Bank,full,1
tspar,TSPAR,full,1
ttcl,Ameitaka TTCL,full,1
tufts-university,Tufts University,full,1
tugende,Tugende,full,2
tulane-university,Tulane University,full,1
tuli-conservation-trust,Tuli Conservation Trust,full,1
tunani-initiative,Tunani Initiative,full,1
tunisia-investment-authority,Tunisia Investment Authority,full,2
tunisia-office-of-the-prime-minister,Prime Minister of Tunisia,partial,1
tunisie-micro-informatique,Arabsoft and Tunisie Micro- Informatique,full,1
tunisie-telecom,Tunisie Telecom,full,10
tunpay,TUNPAY,full,1
turaco,Turaco,full,1
turkish-court-of-accounts,Turkish Court of Accounts,full,1
turn-io,Turn.io,full,1
turnkey,Turnkey,full,1
turnstay,TurnStay,full,1
tvc-labs,TVC Labs and Opus,full,1
twiga-foods,Twiga Foods,full,3
tyme-bank,Tyme Bank,full,1
tymebank,TymeBank,full,1
u-report,U-Report,full,1
uae,United Arab Emirates,acronym,6
uae-cybersecurity-council,UAE Cybersecurity Council,full,1
uae-ministry-of-foreign-affairs,Ministry of Foreign Affairs of Malawi,partial,1
uasf-eswatini,Universal Access and Service Fund,acronym,1
uba-cameroon,United Bank for Africa,acronym,1
uber,Uber Eats,full,1
ubuntu-capital,Ubuntu Capital,full,1
ubuntunet-alliance,UbuntuNet Alliance,full,3
ucad,L’UCAD,full,1
ucc,Uganda Communications Commission,acronym,7
uccia,Uccia,full,1
ucsaf,Universal Communications Service Access Fund,acronym,1
ucusaf,Uganda Communications Universal Service and Access Fund,acronym,5
udp-gambia,United Democratic Party,acronym,1
uemoa,UEMOA,full,9
ugafode-microfinance,UGAFODE Microfinance and Emata,full,1
uganda,Uganda,full,1
uganda-bankers-association,Uganda Bankers' Association,full,1
uganda-bureau-of-statistics,Uganda Bureau of Statistics,full,5
uganda-communications-commission,Uganda Communications Commission,full,9
uganda-digital-acceleration-project,Uganda Digital Acceleration Project,full,2
uganda-digital-government-strategy,Uganda Digital Government Strategy,full,1
uganda-e-gif,Government Interoperability Framework,acronym,3
uganda-income-tax-amendment-bill-2025,Income Tax Bill,partial,1
uganda-institute-of-ict,Uganda Institute of ICT,full,1
uganda-investor-summit,Uganda Investor Summit,full,1
uganda-law-society,Uganda Law Society,full,1
uganda-media-centre,Media Centre,full,1
uganda-medical-and-dental-practitioners-council,Uganda Medical and Dental Practitioners Council,full,1
uganda-ministry-of-finance,Uganda Ministry of Finance,full,1
uganda-ministry-of-ict,Ministry of ICT,full,1
uganda-national-ai-strategy,National AI Strategy,full,1
uganda-national-monitoring-and-evaluation-system,National Monitoring and Evaluation System,full,1
uganda-nfis-ii,NFIS II,full,1
uganda-police,Uganda Police,full,1
uganda-police-force,Uganda Police Force,full,1
uganda-printing-and-publishing-corporation,Uganda Printing and Publishing Corporation,full,2
uganda-registration-services-bureau,Uganda Registration Services Bureau,full,1
uganda-revenue-authority,Uganda Revenue Authority,full,3
ugd-madagascar,Unité de Gouvernance Digitale,acronym,6
ughub,UGHub,full,2
ugp-fss-comores,UGP FSS,partial,1
ugpass,UGPass,full,1
uhas-ghana,University of Health and Allied Sciences,acronym,1
uhia-egypt,Universal Health Insurance Agency,acronym,1
uidai,UIDAI,full,1
uif-sao-tome,Unidade de Informação Financeira,acronym,1
uimo-angola,Unidade de Intermediação da Mão de Obra,acronym,1
uk-africa-cyber-programme,Africa Cyber Programme,full,1
uk-fcdo,UK FCDO,full,3
uk-home-office,Home Office,full,1
uk-met-office,Met Office,full,1
ukheshe-international,Ukheshe International,full,1
ultranet-telecom-group,Ultranet Telecom Group,full,1
umva-ai,UMVA AI,full,1
un-abpam,UN-ABPAM,full,1
un-chk,UN-CHK,full,1
un-cstd,UN CSTD,full,1
un-economic-commission-for-africa,UN Economic Commission for Africa,full,1
un-environment-programme,UN Environment Programme,full,1
un-eswatini,UN-backed,full,1
un-gabonais-un-titre-foncier,Un Gabonais,partial,1
un-global-pulse,UN Global Pulse,full,1
un-trade-and-development,UN Trade And Development,full,2
un-women-national-statistics-institutes,National Statistics Institutes,partial,1
unccd,UNCCD,full,1
uncdf,United Nations Capital Development Fund,acronym,8
uncovr,Uncovr,full,1
unctad,UNCTAD,full,7
unctad-asycuda-programme,ASYCUDA Programme,partial,1
undp,United Nations Development Programme,acronym,6
undp-country-offices,UNDP Country Offices,full,1
undp-liberia,United Nations Development Programme,acronym,1
undp-madagascar,United Nations Development Programme,acronym,1
undp-regional-bureau-for-africa,UNDP Regional Bureau for Africa,full,1
undp-somalia,United Nations Development Programme,acronym,1
undrr,UNDRR,full,4
une-mozambique,United Nations Educational,acronym,1
uneca,United Nations Economic Commission for Africa,acronym,6
unemployment-insurance-fund-south-africa,Unemployment Insurance Fund,full,2
unep-copenhagen-climate-centre,UNEP Copenhagen Climate Centre,full,1
unesco,UNESCO,full,12
unesco-iicba,UNESCO IICBA,full,4
unfccc,UNFCCC,full,1
unfpa,UNFPA,full,11
unfpa-gambia,UNFPA,full,1
unge-gnq,Universidad Nacional de Guinea Ecuatorial,acronym,2
unhaco-congo,UNHACO,full,1
unhcr,United Nations High Commissioner for Refugees,acronym,2
unicc,United Nations International Computing Centre,acronym,1
unicef,UNICEF,full,9
unicef-drc,UNICEF DRC,full,1
unicef-guinea,UNICEF,full,1
unicef-lesotho,UNICEF Lesotho,full,2
unicef-mozambique,UNICEF Mozambique,full,2
unicef-tanzania,UNICEF Tanzania,full,1
unicloud-africa,UniCloud Africa,full,1
unido,United Nations Industrial Development Organization,acronym,2
unified-beneficiary-registry-malawi,Unified Beneficiary Registry,full,4
unified-data-system-ethiopia,Unified Data System,full,1
unified-social-registry-sudan,UNIFIED SOCIAL REGISTRY,full,1
unilag,UNILAG,full,1
union-africaine-de-radiodiffusion,Union Africaine de Radiodiffusion,full,1
unionpay-international,UnionPay International,full,1
unipod,UniPod,full,2
unipod-botswana,UniPod,full,1
unita,UNITA,full,4
unitac,United Nations Innovation Technology Accelerator for Cities,acronym,1
unitar,UNITAR,full,1
united-africa-blockchain-association,United Africa Blockchain Association,full,1
united-arab-emirates,United Arab Emirates,full,1
united-bank-for-africa,United Bank for Africa,full,2
united-capital-bank-sudan,United Capital Bank,full,1
united-democratic-party-gambia,United Democratic Party,full,1
united-nations,United Nations,full,4
united-nations-foundation,United Nations Foundation,full,1
united-sa,United SA,full,1
united-states-artificial-intelligence-institute,United States Artificial Intelligence Institute,full,1
unitel,UNITEL,full,7
unitel-money,Unitel Money,full,1
uniti-wholesale,Uniti Wholesale,full,1
universal-access-and-service-fund-botswana,Universal Access and Service Fund,full,1
universal-access-and-service-fund-gambia,Universal Access and Service Fund,full,1
universal-access-fund-liberia,Universal Access Fund,full,1
universal-dpi-safeguards-framework,Universal DPI Safeguards Framework,full,1
universal-postal-union,Universal Postal Union,full,1
universal-rh,Universal-RH,full,1
universal-service-fund-mauritius,Universal Service Fund,full,1
universal-service-fund-namibia,Universal Service Fund,full,2
universal-service-provision-fund,Universal Service Provision Fund,full,4
universal-telecom-botswana,Universal Telecom,full,1
universidad-afroamericana-de-africa-central,Universidad Afroamericana,full,1
universidade-agostinho-neto,Universidade Agostinho Neto,full,3
universidade-aveiro,Universidade de Aveiro,full,4
universidade-de-cabo-verde,Universidade de Cabo Verde,full,1
universidade-de-coimbra,Universidade de Coimbra,full,1
universidade-de-santiago-cabo-verde,Pedagogia da Universidade de Santiago,partial,1
universidade-eduardo-mondlane,Universidade Eduardo Mondlane,full,3
universidade-joaquim-chissano,Joaquim Chissano,partial,1
universidade-rainha-njinga-a-mbande,Universidade Rainha Njinga,partial,1
universidade-reino-bassarel-guinea-bissau,Tecnologias-Reino Bassarel,partial,1
universite-abomey-calavi,Abomey-Calavi,partial,1
universite-aube-nouvelle,Université Aube Nouvelle,partial,1
universite-cheikh-ahmadoul-khadim,Université Cheikh Ahmadoul Khadim,partial,1
universite-d-abomey-calavi,Abomey-Calavi,partial,1
universite-gaston-berger,Université Gaston Berger,partial,1
universite-marien-ngouabi-congo,Université Marien Ngouabi,partial,2
universite-nazi-boni,Nazi Boni University,partial,1
universite-numerique-cheikh-hamidou-kane,Cheikh Hamidou Kane,partial,1
universite-numerique-gabon,UNIVERSITE NUMERIQUE DU GABON,full,1
universite-omar-bongo,Université Omar Bongo,partial,1
universite-polytechnique-de-bingerville,Université Polytechnique de Bingerville,partial,1
universite-protestante-de-lubumbashi,Université Protestante de Lubumbashi,partial,1
university-of-abomey-calavi,University of Abomey-Calavi,full,1
university-of-antananarivo,University of Antananarivo,full,1
university-of-bahri,Bahri University,full,1
university-of-botswana,University of Botswana,full,4
university-of-burundi,University of Burundi,full,1
university-of-california-berkeley,University of California,partial,2
university-of-cambridge,University of Cambridge,full,1
university-of-cape-town,University of Cape Town,full,5
university-of-dodoma,University of Dodoma,full,1
university-of-eswatini,University of Eswatini,full,5
university-of-florida,University of Florida,full,1
university-of-ghana,University of Ghana,full,5
university-of-health-and-allied-sciences-ghana,University of Health and Allied Sciences,full,1
university-of-johannesburg,University of Johannesburg,full,3
university-of-khartoum,University of Khartoum,full,1
university-of-khartoum-entrepreneurship-incubator-center,Entrepreneurship Incubator Center,partial,1
university-of-kwazulu-natal,University of KwaZulu-Natal,full,1
university-of-liberia,University of Liberia,full,5
university-of-limpopo,University of Limpopo,full,1
university-of-malawi,University of Malawi,full,4
university-of-maroua,University of Maroua,full,1
university-of-mauritius,University of Mauritius,full,4
university-of-mpumalanga,University of Mpumalanga,full,1
university-of-nairobi,University of Nairobi DASCLAB,full,1
university-of-oslo,University of Oslo,full,3
university-of-pavia,University of Pavia,full,1
university-of-port-harcourt,University of Port Harcourt,full,1
university-of-pretoria,University of Pretoria,full,3
university-of-professional-studies-accra,Ghana The University of Professional Studies,partial,1
university-of-rwanda,University of Rwanda,full,3
university-of-the-gambia,University of The Gambia,full,3
university-of-twente,University of Twente and ITC,full,1
university-of-warwick,University of Warwick,full,1
university-of-washington-foundation,University of Washington Foundation,full,2
university-of-zambia,University of Zambia,full,1
university-of-zimbabwe,University of Zimbabwe,full,1
university-yaounde-ii,University of Yaoundé II,partial,1
unlocking-data-initiative,Unlocking Data Initiative,full,1
unnamed-nigerian-telecoms-company,Unnamed Nigerian,partial,1
unodc,UNODC,full,6
unops,United Nations Office for Project Services,acronym,1
unpol,UNPOL,full,1
unsd,Comoros UNSD,full,1
unsmil,UNSMIL,full,2
unstim,UNSTIM,full,1
unwanted-witness,Unwanted Witness,full,6
upanzi-network,Upanzi Network,full,2
upesi,Upesi,full,1
uppsala-monitoring-centre,Uppsala Monitoring Centre,full,1
uprona,UPRONA,full,1
uptime-institute,Uptime Institute,full,4
upu,Universal Postal Union,acronym,3
uqudo,Uqudo,full,1
ura-uganda,Uganda Revenue Authority,acronym,11
ursb,Uganda Registration Services Bureau,acronym,6
us-china-economic-and-security-review-commission,US-China Economic and Security Review Commission,full,1
us-department-of-commerce,US Department of Commerce,full,1
us-department-of-state,US State Department,full,2
us-dfc,US DFC,full,3
us-embassy-malawi,US Embassy,full,1
us-embassy-zimbabwe,US Embassy,full,1
us-fcc,Federal Communications Commission,acronym,2
us-nigeria-commercial-and-investment-partnership,Commercial and Investment Partnership,full,1
us-state-department,US State Department,full,1
usadf,USADF,full,1
usaid,U.S. Agency for International Development,acronym,2
uset,Staff of USET,full,1
ushahidi,Ushahidi,full,1
uspf,Universal Service Provision Fund,acronym,1
usplus-limited,UsPlus,full,1
ustda,U.S. Trade and Development Agency,acronym,4
utility-regulatory-authority-mauritius,Utility Regulatory Authority,full,1
uvci,UVCI. Dans,full,1
v-pass-nigeria,V-Pass,full,1
v5-digital,V5 Digital,full,1
vaal-university-of-technology,Vaal University of Technology,full,1
valent,Valent,full,1
valornet,Valornet,full,1
valr,CEO of VALR,full,1
valu,Valu and Wego,full,1
value-added-tax-act-mauritius,Added Tax Act,full,2
vantage,Vantage,full,2
vat-act-eswatini,VAT Act,full,1
vaulfi,VaulFi,full,2
vcl-financial-services,VCL Financial Services,full,2
vehicle-inspection-department-zimbabwe,Vehicle Inspection Department,full,1
velex-hub,Velex Hub,full,1
velmie,Velmie,full,1
venance-eyanga-mboyo,Eyanga Mboyo Venance,full,1
venduo,Venduo,full,1
veneem,VENEEM,full,4
venture-garden-nigeria,Venture Garden Nigeria,full,1
ventures-platform,Ventures Platform,full,6
ventures-platform-fund-iv,Ventures Platform Fund IV,full,1
verascient,Verascient,full,2
vercel,Vercel,full,1
veridos,Veridos,full,7
verint,VERINT,full,1
verraki-partners,Verraki Partners,full,1
vertex-international-university,Vertex International University,full,1
vertiv,Vertiv,full,6
verxid-technologies,Verxid Technologies,full,1
vexa,Vexa Infrastructure,full,1
via-africa,Via Africa,full,2
viamo,Viamo,full,1
vianney-kanda,Vianney Kanda,full,1
vicente-lopes,Vicente Lopes,full,2
victoria-falls-international-financial-services-centre,Victoria Falls International Financial Services Centre,full,1
victoria-falls-stock-exchange,Victoria Falls Stock Exchange,full,4
victory-teens-organisation,Victory Teens Organisation,full,1
viettel,Viettel,full,2
village-capital,Village Capital,full,4
village-connectivity-project,Village Connectivity Project,full,1
village-digital-safety-botswana-initiative,Village Digital Safety Botswana Initiative,full,1
village-digital-safety-initiative,Village Digital Safety Initiative,full,1
ville-de-kinshasa,Ville de Kinshasa,full,1
ville-de-niamey,Ville de Niamey,full,1
vincent-kangulumba,Professeur Vincent Kangulumba,full,1
vincent-kazibwe,Vincent Kazibwe,full,1
vinti4,VINTI4,full,1
vipnet,VIPNET,full,1
virtual-asset-and-initial-token-offering-services-act-2021-mauritius,Virtual Asset and Initial Token Offering Services,partial,1
virus-management,Virus Management. Elle,full,1
visa,Visa Pay,full,3
visabeira,Visabeira,full,1
vision-group-uganda,Vision Group,full,1
vision-invest,Vision Invest,full,4
visionware,VisionWare,full,2
vista-bank,Vista Bank,full,1
vital-strategies,Vital Strategies,full,3
vitalreg,VitalReg,full,2
vitel-wireless,Vitel Wireless,full,1
vitib,VITIB,full,7
vivatech,VivaTech,full,3
vivica-group,Vivica,full,1
vlens,VLens,full,1
voatz,Voatz,full,1
vodacom,Vodacom,full,6
vodacom-congo,Vodacom,full,6
vodacom-lesotho,Vodacom Lesotho,full,7
vodacom-mozambique,Vodacom Mozambique,full,2
vodacom-tanzania,Vodacom Tanzania,full,5
vodafone,Vodafone,full,6
vodafone-cash,Vodafone Cash,full,1
vodafone-kenya,Vodafone Kenya,full,1
volkswagen-foundation,Volkswagen Foundation,full,1
volta-regional-coordinating-council-ghana,Volta Regional Coordinating Council,full,1
volz,CEO of VOLZ,full,1
voter-registration-act-2013-eswatini,Voter Registration Act,partial,1
vove-id,VOVE ID,full,1
vox,Frogfoot and Vox,full,2
vulekamali,Vulekamali,full,1
vult,Vult Pay,full,1
vumah-labs,Vumah Labs,full,1
wabo-moswate,Wabo Moswate,full,1
wacren,WACREN,full,1
waec,West African Examinations Council,acronym,1
waemu,West African Economic and Monetary Union,acronym,2
wagner-group,Wagner,full,1
waico,World Artificial Intelligence Cooperation Organization,acronym,6
walletdoc,Walletdoc,full,1
wamkele-mene,Wamkele Mene,full,6
wananchi-group,Wananchi,full,2
wanep-togo,WANEP-Togo,full,1
wang-xiaohong,Wang Xiaohong,full,1
wapis,WAPIS,full,1
warani,Warani,full,1
warcip,WARCIP,full,2
wardip,Western Africa Regional Digital Integration Program,acronym,1
warehouse-receipts-regulatory-board-tanzania,Warehouse Receipts Regulatory Board,full,1
wasoko,Wasoko,full,1
waspan,Wireless Application Service Provider Association of Nigeria,acronym,1
wataf,West African Tax Administration Forum,acronym,2
watra,West Africa Telecommunications Regulators Assembly,acronym,5
wave-burkina-faso,Wave Burkina,full,1
